TotalCount,Hosp_ID,Hosp_Name,Special_Type,Special_Name,Regist_Fee,EM_Regist_Fee,Fee_Remark,Address,Tel_Area,Tel_Num,Stars,Comments
3205,5901102677,興康源藥局,5,藥局,\N,\N,\N,臺北市中山區中山北路1段140巷8號,2,25311248,3.7,64
3206,5901101250,美日藥局,5,藥局,\N,\N,\N,臺北市中山區天津街66號1樓,2,25631662,4,52
3207,5901103414,元宏藥局,5,藥局,\N,\N,早上營業08:00至12:00，下午由14:30營業至21:30,臺北市中山區北安路458巷41弄49號,2,25339728,5,1
3208,5901101929,樂活苑藥局,5,藥局,\N,\N,\N,臺北市中山區北安路546號1樓,2,25323296,4.1,30
3209,5901103405,大直永安藥局,5,藥局,\N,\N,\N,臺北市中山區北安路567之2號,2,25332125,4.8,6
3210,5901102748,淮濟藥師藥局,5,藥局,\N,\N,\N,臺北市中山區北安路570號〈實際營業地址：1樓及地下1樓〉,2,85098636,2.7,14
3211,5901103110,大直健康藥局,5,藥局,\N,\N,\N,臺北市中山區北安路591號,2,25323310,\N,0
3212,5901101509,永直藥局,5,藥局,\N,\N,\N,臺北市中山區北安路595巷2弄6號,2,85098059,1,2
3213,5901103334,大直小太陽藥局,5,藥局,\N,\N,營業時間請電洽,臺北市中山區北安路607之1號,2,85093208,1.6,7
3214,5901102971,保德明水藥局,5,藥局,\N,\N,口罩販售兩時段，早上9:00到11:00，下午17:00到19:00。週日該時段若有剩一樣賣,臺北市中山區北安路608巷4弄1號,2,85097769,4.6,25
3215,5901102686,富宥康藥局,5,藥局,\N,\N,\N,臺北市中山區北安路608巷5弄22號,2,25325277,4,19
3216,5901103674,康廷藥局,5,藥局,\N,\N,國定假日執行調劑業務,臺北市中山區北安路611號（實際營業地址：1層）,2,25335890,\N,0
3217,5901103352,美康正康藥局,5,藥局,\N,\N,\N,臺北市中山區北安路616之1號、618號2樓之1,2,25323077,3.5,18
3218,5901101205,大直藥局,5,藥局,\N,\N,\N,臺北市中山區北安路617號1樓,2,25320522,3.7,27
3219,5901102515,華康藥局,5,藥局,\N,\N,\N,臺北市中山區民生西路3巷2之1號,2,25211772,1.7,12
3220,5901100440,優豐藥局,5,藥局,\N,\N,\N,臺北市中山區民生東路1段32號,2,25602565,3.3,12
3221,5901103030,錦康活力藥局,5,藥局,\N,\N,\N,臺北市中山區民生東路2段147巷11弄1號地下,2,25158282,4.6,14
3222,5901102417,民生興安藥局,5,藥局,\N,\N,\N,臺北市中山區民生東路3段90－1號,2,25018310,2,2
3223,5901102060,專心藥局,5,藥局,\N,\N,\N,臺北市中山區伊通街112－2號,2,25155847,2.9,36
3224,5901100422,滿順藥局,5,藥局,\N,\N,\N,臺北市中山區伊通街54號1樓,2,25075283,2.9,36
3225,5901103147,娸淇藥局,5,藥局,\N,\N,\N,臺北市中山區伊通街95號,2,25082762,4.4,14
3226,5901100959,武璋大藥局,5,藥局,\N,\N,\N,臺北市中山區伊通街97號之2,2,25072026,4,2
3227,5901103692,誠果中西藥局,5,藥局,\N,\N,國定假日仍執行調劑業務,臺北市中山區吉林路101號1樓,2,25238563,5,76
3228,5901100799,立大藥局,5,藥局,\N,\N,\N,臺北市中山區吉林路144巷14號,2,25313844,4.9,113
3229,5901103665,安悅藥局,5,藥局,\N,\N,國定假日未執行調劑業務,臺北市中山區吉林路189號,2,25419879,4.5,61
3230,5901101992,大愛藥師藥局,5,藥局,\N,\N,\N,臺北市中山區吉林路255號1樓,2,25424723,4.2,36
3231,5901101278,人人藥局,5,藥局,\N,\N,\N,臺北市中山區吉林路267號1樓,2,25630789,2.9,10
3232,5901103745,吉林藥局,5,藥局,\N,\N,國定假日仍執行調劑業務,臺北市中山區吉林路371號（1樓）,2,25865990,4.4,25
3233,5901103727,盛康藥局,5,藥局,\N,\N,國定假日仍執行調劑業務,臺北市中山區吉林路399號1樓,2,25969580,3.3,14
3234,5901101607,蓁榛健康生活藥局,5,藥局,\N,\N,\N,臺北市中山區合江街100－2號1樓,2,25099333,4.8,29
3235,5901103192,昶青林森藥局,5,藥局,\N,\N,\N,臺北市中山區林森北路119巷52號,2,25639939,3.4,19
3236,5901102891,中山藥局,5,藥局,\N,\N,\N,臺北市中山區林森北路128號,2,25236979,4.6,44
3237,5901101652,祥泰藥局,5,藥局,\N,\N,\N,臺北市中山區林森北路136號,2,25313097,4.2,29
3238,5901100155,大信藥局,5,藥局,\N,\N,\N,臺北市中山區林森北路159巷6號,2,25719080,4.2,22
3239,5901103629,十二願藥局,5,藥局,\N,\N,營業時間下午1點至凌晨3點,臺北市中山區林森北路309號,2,25311223,4.8,80
3240,5901102015,久大藥局,5,藥局,\N,\N,\N,臺北市中山區林森北路480號,2,25111594,2.7,23
3241,5901103325,仁一藥局,5,藥局,\N,\N,\N,臺北市中山區林森北路520號,2,25711742,3.9,29
3242,5901103209,麗恩藥局,5,藥局,\N,\N,\N,臺北市中山區林森北路575之5號,2,25981982,4.5,2
3243,5901103236,誠意中西藥局,5,藥局,\N,\N,\N,臺北市中山區林森北路613號,2,25950951,4.7,46
3244,5901101161,晏晟藥局,5,藥局,\N,\N,\N,臺北市中山區林森北路625號,2,25851445,3.9,21
3245,5901100431,長生藥局,5,藥局,\N,\N,領口照時間:星期1.2.晚上6點.星期3.4.5.中午12點.星期6.日早上10點,臺北市中山區松江路362巷55號1樓,2,25816210,3.8,4
3246,5901102631,金生藥局,5,藥局,\N,\N,\N,臺北市中山區長安東路2段167－1號,2,87729808,5,6
3247,5901103272,長安藥局,5,藥局,\N,\N,營業時間上午9:30-晚上10:30,臺北市中山區長安東路2段171－3號,2,27772740,4.5,22
3248,5901102837,正傑健保藥局,5,藥局,\N,\N,\N,臺北市中山區長安東路2段181號,2,27310181,4.4,12
3249,5901102962,中興藥局,5,藥局,\N,\N,\N,臺北市中山區長安東路2段226號,2,27774628,3.7,17
3250,5901100057,百源堂大藥局,5,藥局,\N,\N,\N,臺北市中山區長安東路2段47－5號,2,25364362,3,18
3251,5901101536,展佑藥局,5,藥局,\N,\N,\N,臺北市中山區長春路146－1號,2,25232803,4.1,31
3252,5901103558,佳頤中西藥局,5,藥局,\N,\N,平日營業9:00-22:00，例假日營業11:00-20:00。,臺北市中山區長春路147之1號,2,25641479,4.8,24
3253,5901103683,東東藥局,5,藥局,\N,\N,國定假日仍執行調劑業務,臺北市中山區長春路257之2號1樓,2,25031730,2.5,2
3254,5901100495,能康藥局,5,藥局,\N,\N,\N,臺北市中山區長春路46號,2,25429426,3.9,8
3255,5901100333,明美藥局,5,藥局,\N,\N,\N,臺北市中山區長春路69號,2,25365419,3.8,15
3256,5901103647,禾康藥局,5,藥局,\N,\N,國定假日不執行調劑業務,臺北市中山區植福路296號（實際營業地址：1層）,2,26562156,4.6,0
3257,5901100244,定好大藥局,5,藥局,\N,\N,\N,臺北市中山區農安街125巷34號,2,25946788,\N,0
3258,5901103469,聖晨藥局,5,藥局,\N,\N,國定假日不執行調劑業務,臺北市中山區農安街140號,2,25960359,1.7,3
3259,5901103576,康銓藥局,5,藥局,\N,\N,早上九點發號碼牌，下午二點前持號碼牌購買口罩。,臺北市中山區農安街174號,2,25039393,5,5
3260,5901103423,農安藥局,5,藥局,\N,\N,營業時間請電洽,臺北市中山區農安街18之1號,2,25959293,3.5,15
3261,5901102579,躍獅晴光藥局,5,藥局,\N,\N,\N,臺北市中山區農安街23之2號,2,25951393,3.5,20
3262,5901103530,農安盛康藥局,5,藥局,\N,\N,國定假日仍執行調劑業務,臺北市中山區農安街267號,2,25038205,3.7,13
3263,5901103521,中華藥局,5,藥局,\N,\N,\N,臺北市中山區農安街45之1號,2,25997888,4.6,18
3264,5901102597,德惠藥局,5,藥局,\N,\N,\N,臺北市中山區德惠街122號,2,25971131,3.4,11
3265,5901100771,良佑藥局,5,藥局,\N,\N,\N,臺北市中山區撫順街6－2號1樓,2,25916402,4.7,21
3266,5901103754,永育康暉藥局,5,藥局,\N,\N,國定假日仍執行調劑業務,臺北市中山區樂群二路210之2號1樓,2,85012227,4.8,40
3267,5901102408,康林藥局,5,藥局,\N,\N,\N,臺北市中山區興安街105號,2,25171867,4.2,18
3268,5901101072,長青藥局,5,藥局,\N,\N,\N,臺北市中山區興安街55號1樓,2,25053160,2.8,8
3269,5901103183,OK藥師藥局,5,藥局,\N,\N,\N,臺北市中山區興安街95號,2,25170068,4.3,44
3270,5901102828,逸帆藥局,5,藥局,\N,\N,\N,臺北市中山區錦州街189號,2,25222323,4.4,13
3271,5901100628,貢玄藥局,5,藥局,\N,\N,\N,臺北市中山區錦州街207號,2,25637847,3.3,12
3272,5901103487,錦州春天生活藥局,5,藥局,\N,\N,營業全年無休.8:30~22:30,臺北市中山區錦州街213號、213號2樓,2,25213586,4.7,103
3273,5901100664,阿里藥局,5,藥局,\N,\N,\N,臺北市中山區錦州街251號,2,25020638,4.6,51
3274,5901100342,順泰藥局,5,藥局,\N,\N,\N,臺北市中山區錦州街266號,2,25038916,4.3,30
3275,5901102444,啟美藥師藥局,5,藥局,\N,\N,"口罩20點開賣到22點,星期六日公休",臺北市中山區錦州街282號,2,25178032,4.4,7
3276,5901101910,嘉恩藥局,5,藥局,\N,\N,\N,臺北市中山區錦州街321號,2,25181418,3.3,7
3277,5901102999,廣福中西藥局,5,藥局,\N,\N,\N,臺北市中山區錦州街406號,2,25189489,3.9,14
3278,5901102855,錦西春天生活藥局,5,藥局,\N,\N,口罩15:30領號碼牌 即行販售至16:30,臺北市中山區錦西街10號,2,25312658,4.2,89
3279,5901100066,名祥藥局,5,藥局,\N,\N,\N,臺北市中山區龍江路166號,2,25036265,4.5,15
3280,5901103656,大樹龍江藥局,5,藥局,\N,\N,國定假日仍執行調劑業務,臺北市中山區龍江路242號,2,25035666,4.3,61
3281,5901103343,王中興藥局,5,藥局,\N,\N,口罩號碼牌發放時段，每日AM11:30、PM06:30，成人100名 小孩20名,臺北市中山區龍江路273號,2,25034281,3.6,24
3282,5901103736,杏一龍錦藥局,5,藥局,\N,\N,國定假日仍執行調劑業務,臺北市中山區龍江路279號1樓,2,25174618,2.7,34
3283,5901103585,禾全藥局,5,藥局,\N,\N,國定假日仍執行調劑業務,臺北市中山區龍江路332號,2,25165721,4.8,23
3284,5901102560,龍江藥局,5,藥局,\N,\N,\N,臺北市中山區龍江路356巷14號,2,25023724,\N,0
3285,5901101321,文德藥局,5,藥局,\N,\N,\N,臺北市中山區龍江路356巷19號1樓,2,25181178,3.6,32
3286,5901100735,華友藥局,5,藥局,\N,\N,\N,臺北市中山區龍江路356巷27號－1,2,25007159,4,11
3287,5901103227,建誠中西藥局,5,藥局,\N,\N,\N,臺北市中山區龍江路385之1號,2,25158608,4.1,7
3288,5901100717,榮昌藥局,5,藥局,\N,\N,\N,臺北市中山區雙城街17－3號,2,25964593,4.8,17
3289,5901180108,三元藥局,5,藥局,\N,\N,"口罩代售時間 只在早上 8:00-10:00 現場排隊 不發號碼牌 星期六 , 星期日 休息二日 不代售口罩",臺北市中正區三元街158號,2,23052839,3,6
3290,5901184375,大盛藥局,5,藥局,\N,\N,\N,臺北市中正區中華路1段21巷16號,2,23713838,4.3,53
3291,5901184179,保德中華藥局,5,藥局,\N,\N,\N,臺北市中正區中華路2段159號,2,23027720,4.6,18
3292,5901184366,宏越藥局,5,藥局,\N,\N,\N,臺北市中正區中華路2段313巷4號,2,23050880,3.4,27
3293,5901184080,活力健康藥妝藥局,5,藥局,\N,\N,\N,臺北市中正區中華路2段315巷1號,2,23392625,4,29
3294,5901184491,躍獅南門藥局,5,藥局,\N,\N,\N,臺北市中正區中華路2段39巷10號,2,23141111,3.1,31
3295,5901184624,鈞安藥局,5,藥局,\N,\N,\N,臺北市中正區中華路2段425號1樓,2,23098282,4.6,8
3296,5901183323,和平藥局,5,藥局,\N,\N,春節連續假期期間2/15~2/20未營業,臺北市中正區中華路2段43號,2,23755303,4.8,10
3297,5901184071,進達健保藥局,5,藥局,\N,\N,\N,臺北市中正區中華路2段453號,2,23039829,4.8,34
3298,5901184651,立赫臺大藥局,5,藥局,\N,\N,\N,臺北市中正區公園路28號1樓,2,23616162,4.6,167
3299,5901183716,台醫藥局,5,藥局,\N,\N,\N,臺北市中正區公園路30巷4號,2,23141202,3.5,10
3300,5901183887,中英大藥局,5,藥局,\N,\N,\N,臺北市中正區永綏街6號,2,23615654,3.8,12
3301,5901184571,汀州藥局,5,藥局,\N,\N,\N,臺北市中正區汀州路1段187號、189號、191號,2,23090705,3.4,42
3302,5901183529,達昌藥局,5,藥局,\N,\N,\N,臺北市中正區汀州路1段207號,2,23390109,4.1,25
3303,5901180055,日生大藥局,5,藥局,\N,\N,\N,臺北市中正區汀州路1段53號1樓,2,23031393,4.5,25
3304,5901182068,永興藥局,5,藥局,\N,\N,\N,臺北市中正區汀州路1段92巷28號,2,23050986,3,3
3305,5901184642,康呈安藥局,5,藥局,\N,\N,\N,臺北市中正區汀州路2段187號1樓,2,23672215,4.7,20
3306,5901183510,怡誠藥局,5,藥局,\N,\N,\N,臺北市中正區汀州路2段212號,2,23626905,3.6,10
3307,5901183645,大愛生活藥局,5,藥局,\N,\N,\N,臺北市中正區汀州路2段232號,2,23661155,5,10
3308,5901183789,佑康大藥局,5,藥局,\N,\N,\N,臺北市中正區汀州路2段64號,2,23683602,2.9,24
3309,5901182111,東華藥局,5,藥局,\N,\N,\N,臺北市中正區汀州路3段113號,2,23640852,4.8,10
3310,5901180368,古亭藥局,5,藥局,\N,\N,\N,臺北市中正區汀州路3段117號,2,23683618,4.7,16
3311,5901180224,中心藥局,5,藥局,\N,\N,"實名制口罩滿14日即可領取,不分單雙日,一張卡領取一份口罩,大人10片,兒童10片",臺北市中正區汀州路3段121號,2,23689889,4.5,31
3312,5901184259,汀州健康人生藥局,5,藥局,\N,\N,\N,臺北市中正區汀州路3段211號,2,23688902,3.2,18
3313,5901182086,國杏藥師示範藥局,5,藥局,\N,\N,\N,臺北市中正區延平南路171巷3號,2,23811322,2.8,13
3314,5901184464,和眾藥局,5,藥局,\N,\N,\N,臺北市中正區忠孝西路1段6號,2,23818766,2.7,7
3315,5901184062,建祥武昌藥局,5,藥局,\N,\N,\N,臺北市中正區武昌街1段29號1樓,2,23314038,4.6,44
3316,5901184633,躍獅東門藥局,5,藥局,\N,\N,\N,臺北市中正區金山南路1段108之1號（1樓）,2,23920339,3.5,13
3317,5901184535,桐心藥局,5,藥局,\N,\N,\N,臺北市中正區金華街18之6號1樓,2,23581663,5,19
3318,5901184446,北車維康藥局,5,藥局,\N,\N,\N,臺北市中正區青島西路11號,2,23613623,3.4,44
3319,5901184213,71恩典藥局,5,藥局,\N,\N,\N,臺北市中正區信義路2段71號,2,23223371,4.9,46
3320,5901180304,祥全藥局,5,藥局,\N,\N,\N,臺北市中正區信義路2段79巷15－8號1Ｆ,2,23939339,3,5
3321,5901184599,長頸鹿藥師藥局,5,藥局,\N,\N,\N,臺北市中正區南昌路1段132號,2,23962120,4.2,20
3322,5901184106,信康藥局,5,藥局,\N,\N,\N,臺北市中正區南昌路1段143號,2,23961979,4.1,42
3323,5901184553,珍忻藥局,5,藥局,\N,\N,\N,臺北市中正區南昌路1段65號,2,23965115,5,2
3324,5901183387,丞良藥局,5,藥局,\N,\N,\N,臺北市中正區南昌路1段78號地下1樓,2,33938868,3.7,3
3325,5901184606,躍獅南寧藥局,5,藥局,\N,\N,\N,臺北市中正區南昌路1段81號,2,23967072,2.7,24
3326,5901180322,南昌大藥局,5,藥局,\N,\N,\N,臺北市中正區南昌路1段86號1樓,2,23510322,3.7,12
3327,5901183396,慶安藥局,5,藥局,\N,\N,\N,臺北市中正區徐州路26號,2,23582385,4.2,19
3328,5901184562,博昱連雲藥局,5,藥局,\N,\N,\N,臺北市中正區連雲街72號、72之1號,2,23581898,3.4,33
3329,5901182219,連雲藥局,5,藥局,\N,\N,\N,臺北市中正區連雲街79號,2,23410504,3.2,13
3330,5901182255,全民藥局,5,藥局,\N,\N,\N,臺北市中正區廈門街87號,2,23695759,3,1
3331,5901180206,大安藥局,5,藥局,\N,\N,\N,臺北市中正區新生南路1段106號,2,23213186,3.3,36
3332,5901184240,立赫健保藥局,5,藥局,\N,\N,\N,臺北市中正區新生南路1段16之2號,2,33223231,4.6,167
3333,5901184222,豐仁藥局,5,藥局,\N,\N,\N,臺北市中正區寧波西街161號,2,23033908,4.8,41
3334,5901183985,正康藥局,5,藥局,\N,\N,\N,臺北市中正區漢口街1段22號,2,23712831,3.8,177
3335,5901180037,崇信藥局,5,藥局,\N,\N,國定假日沒休診,臺北市中正區齊東街88號,2,23417557,4.7,7
3336,5901183798,佳和藥局,5,藥局,\N,\N,\N,臺北市中正區黎明里公園路30號,2,23117102,3.9,108
3337,5901182228,合泰大藥局,5,藥局,\N,\N,\N,臺北市中正區衡陽路26號,2,23899977,4.4,260
3338,5901180215,上海聯合藥局,5,藥局,\N,\N,\N,臺北市中正區衡陽路32號1樓,2,23117744,4.2,389
3339,5901184544,逸菁中西特約藥局,5,藥局,\N,\N,\N,臺北市中正區衡陽路6號8樓之1,2,23822791,5,1
3340,5901180162,濟仁藥局,5,藥局,\N,\N,\N,臺北市中正區濟南路2段22號,2,23514576,4.8,21
3341,5901180126,民生藥局,5,藥局,\N,\N,\N,臺北市中正區濟南路2段45－1號1樓,2,23416470,4.6,12
3342,5901184473,中力藥局,5,藥局,\N,\N,\N,臺北市中正區襄陽路13之5號、15號,2,23313768,4.2,43
3343,5901182031,新獻安藥局,5,藥局,\N,\N,\N,臺北市中正區羅斯福路1段15號,2,23519891,4,12
3344,5901113296,喜越藥局,5,藥局,\N,\N,\N,臺北市內湖區內湖路1段285巷59弄7號,2,26271955,4.7,221
3345,5901113572,西湖藥局,5,藥局,\N,\N,\N,臺北市內湖區內湖路1段355號,2,26279291,4.4,52
3346,5901113401,躍獅麗湖藥局,5,藥局,\N,\N,國定假日仍執行調劑業務,臺北市內湖區內湖路1段401之1號,2,26276160,4,18
3347,5901112600,匯安藥局,5,藥局,\N,\N,\N,臺北市內湖區內湖路1段703之1號,2,26579255,5,1
3348,5901111934,至康藥局,5,藥局,\N,\N,\N,臺北市內湖區內湖路1段737巷19弄1號,2,26580022,\N,0
3349,5901113536,原大藥局,5,藥局,\N,\N,\N,臺北市內湖區內湖路1段737巷50弄5號,2,26596358,3.7,43
3350,5901110080,葛蘭素藥局,5,藥局,\N,\N,\N,臺北市內湖區內湖路2段103巷128號1樓,2,27997824,3.4,15
3351,5901113198,傑昇藥局,5,藥局,\N,\N,\N,臺北市內湖區內湖路2段227號,2,27925957,5,10
3352,5901113018,桔子藥局,5,藥局,\N,\N,\N,臺北市內湖區內湖路2段333號,2,27930052,3.9,43
3353,5901112762,樂活藥師藥局,5,藥局,\N,\N,\N,臺北市內湖區內湖路2段368號,2,27968052,1.8,10
3354,5901113269,樂齡藥師藥局,5,藥局,\N,\N,\N,臺北市內湖區內湖路3段103號,2,27919707,2.7,9
3355,5901110133,泰成藥局,5,藥局,\N,\N,\N,臺北市內湖區內湖路3段135號1樓,2,27921231,4.4,5
3356,5901112011,文新藥局,5,藥局,\N,\N,\N,臺北市內湖區文湖街7－5號1樓,2,87978865,4.3,33
3357,5901113616,瑞陽藥局,5,藥局,\N,\N,\N,臺北市內湖區文德路102號,2,26581551,\N,0
3358,5901113367,瑞暉藥局,5,藥局,\N,\N,營業時間: 09:00~22:00,臺北市內湖區文德路105號,2,26276828,4.5,48
3359,5901112780,樂康藥妝藥局,5,藥局,\N,\N,\N,臺北市內湖區文德路117號,2,26562110,2.9,13
3360,5901110311,永安藥局,5,藥局,\N,\N,\N,臺北市內湖區文德路210巷30弄48號,2,26586658,3.2,5
3361,5901113625,富康文德藥局,5,藥局,\N,\N,\N,臺北市內湖區文德路22巷27弄4號,2,26272000,3.5,22
3362,5901113312,江南大藥局,5,藥局,\N,\N,\N,臺北市內湖區文德路22巷9弄56號,2,26595430,4.8,41
3363,5901113545,和康健保藥局,5,藥局,\N,\N,\N,臺北市內湖區文德路66巷41號,2,27997202,3.4,5
3364,5901113143,躍獅寶湖藥局,5,藥局,\N,\N,\N,臺北市內湖區民權東路6段123巷28號,2,87928335,2.5,20
3365,5901112860,展恩藥局,5,藥局,\N,\N,\N,臺北市內湖區民權東路6段136巷4號,2,27953041,4.5,11
3366,5901112351,康信藥局,5,藥局,\N,\N,\N,臺北市內湖區民權東路6段296巷29號,2,26342088,4.4,34
3367,5901113698,禾馨民權藥局,5,藥局,\N,\N,\N,臺北市內湖區民權東路6段42號1樓,2,27910373,4.3,6
3368,5901111890,安康藥局,5,藥局,\N,\N,\N,臺北市內湖區安康路482號,2,26327675,4.7,15
3369,5901110624,宏光藥局,5,藥局,\N,\N,周日休息,臺北市內湖區成功路2段221號1樓,2,27919068,4.1,78
3370,5901113250,大內湖藥局,5,藥局,\N,\N,\N,臺北市內湖區成功路3段164號1樓,2,27956286,3.3,4
3371,5901113590,維安藥局,5,藥局,\N,\N,\N,臺北市內湖區成功路3段174巷23號,2,27944520,4.3,11
3372,5901113438,晶龍藥局,5,藥局,\N,\N,"口罩代售時間:星期一~六下午2:30(每日成人200份,兒童20份)售完為止",臺北市內湖區成功路4段218號,2,27956255,3.2,13
3373,5901113330,躍獅大湖藥局,5,藥局,\N,\N,\N,臺北市內湖區成功路4段329號,2,27945376,3.9,18
3374,5901112879,壹零捌藥局,5,藥局,\N,\N,\N,臺北市內湖區成功路4段344號,2,27910061,4.1,26
3375,5901112842,早安元氣藥局,5,藥局,\N,\N,\N,臺北市內湖區成功路4段53號1樓,2,27925994,2.3,3
3376,5901113385,躍獅康成藥局,5,藥局,\N,\N,\N,臺北市內湖區成功路4段61巷11號,2,87922031,2.9,16
3377,5901110302,富盛藥局,5,藥局,\N,\N,\N,臺北市內湖區成功路4段61巷25弄12號1樓,2,27908667,4.2,5
3378,5901112824,思恩藥局,5,藥局,\N,\N,\N,臺北市內湖區成功路4段61巷26號,2,27965808,3.8,12
3379,5901110446,清白藥局,5,藥局,\N,\N,\N,臺北市內湖區東湖路108號,2,26305743,3.4,14
3380,5901112682,富康東湖藥局,5,藥局,\N,\N,週一至週六，每天9:00~22:00販售口罩，請記得攜帶健保卡與零錢(恕不找零),臺北市內湖區東湖路119巷49弄16號,2,26323222,3.1,39
3381,5901113643,博昱東福藥局,5,藥局,\N,\N,\N,臺北市內湖區東湖路147號,2,26308599,3.4,33
3382,5901112995,昇龍藥局,5,藥局,\N,\N,\N,臺北市內湖區東湖路151號,2,26316783,3.2,30
3383,5901110393,明湖藥局,5,藥局,\N,\N,\N,臺北市內湖區東湖路7巷27號1Ｆ,2,26313515,2.1,9
3384,5901113232,躍獅東湖藥局,5,藥局,\N,\N,\N,臺北市內湖區金湖路378號,2,26347983,4,12
3385,5901113027,晟安藥局,5,藥局,\N,\N,\N,臺北市內湖區金龍路135號,2,87919320,2.8,12
3386,5901113652,加一藥師藥局,5,藥局,\N,\N,\N,臺北市內湖區星雲街24號1樓,2,87912653,4.9,11
3387,5901113661,內湖藥局,5,藥局,\N,\N,\N,臺北市內湖區康寧路1段116號1樓,2,27940545,3.3,4
3388,5901113509,安安藥局,5,藥局,\N,\N,\N,臺北市內湖區康寧路1段42號,2,87912187,3.9,23
3389,5901111863,杏佳藥局,5,藥局,\N,\N,\N,臺北市內湖區康寧路1段51號,2,27915726,3,14
3390,5901113081,宜昇優良藥局,5,藥局,\N,\N,\N,臺北市內湖區康寧路3段165巷10號,2,26327817,4.1,23
3391,5901112100,盧狄聯合藥局,5,藥局,\N,\N,營業時間09:00~20:00,臺北市內湖區康寧路3段189巷57號,2,26308897,4.4,7
3392,5901113456,佑全內湖康寧藥局,5,藥局,\N,\N,\N,臺北市內湖區康寧路3段39號、39號2樓、41號、43號,2,26346578,3.7,16
3393,5901113689,葫光藥局,5,藥局,\N,\N,\N,臺北市內湖區康寧路3段54巷6號1樓,2,26336611,4,43
3394,5901113563,耀元藥局,5,藥局,\N,\N,\N,臺北市內湖區康樂街150號,2,26337369,5,12
3395,5901110268,赫得藥局,5,藥局,\N,\N,\N,臺北市內湖區康樂街72巷17弄4號1Ｆ,2,26328642,4.4,14
3396,5901112593,康健藥局,5,藥局,\N,\N,\N,臺北市內湖區康樂街80號,2,26305825,3.4,11
3397,5901113670,杏一港墘藥局,5,藥局,\N,\N,國定假日執行調劑業務,臺北市內湖區港墘路83號1樓,2,87978746,3,13
3398,5901112726,高昱藥局,5,藥局,\N,\N,\N,臺北市內湖區陽光街321巷26號2樓之15,2,87519962,2.9,7
3399,5901113223,仕德安藥局,5,藥局,\N,\N,\N,臺北市內湖區新明路210號,2,27961683,3.5,2
3400,5901113205,新安健保藥局,5,藥局,\N,\N,\N,臺北市內湖區新明路402號,2,27932289,4.2,13
3401,5901112977,瑞光藥局,5,藥局,\N,\N,\N,臺北市內湖區瑞光路212號,2,87513365,3.4,30
3402,5901113349,澴山藥局,5,藥局,\N,\N,\N,臺北市內湖區環山路1段4號,2,87978793,3.9,35
3403,5901110339,富山藥局,5,藥局,\N,\N,\N,臺北市內湖區麗山街364巷2號1樓,2,27996446,4.3,39
3404,5901200070,裕康藥局,5,藥局,\N,\N,\N,臺北市文山區木柵路1段12號,2,22367756,\N,0
3405,5901202994,躍獅永健藥局,5,藥局,\N,\N,\N,臺北市文山區木柵路1段177號,2,22367821,2.6,32
3406,5901202216,皇興藥師藥局,5,藥局,\N,\N,\N,臺北市文山區木柵路2段121號,2,29365553,4.6,5
3407,5901200534,日信專業藥局,5,藥局,\N,\N,\N,臺北市文山區木柵路2段139號1樓,2,86618322,4.3,11
3408,5901200105,建興藥局,5,藥局,\N,\N,\N,臺北市文山區木柵路2段81號1樓,2,29399993,4.7,44
3409,5901203366,大樹木柵藥局,5,藥局,\N,\N,\N,臺北市文山區木柵路3段108號、110號（1樓、2樓）,2,22340110,4.4,28
3410,5901203080,杏一木柵藥局,5,藥局,\N,\N,\N,臺北市文山區木柵路3段98號,2,29371839,3.6,11
3411,5901203240,大愛幸福藥局,5,藥局,\N,\N,\N,臺北市文山區木新路2段221號,2,29379977,4.9,48
3412,5901202752,躍獅奕新藥局,5,藥局,\N,\N,\N,臺北市文山區木新路2段275號,2,22340378,4.2,35
3413,5901203044,木新健康人生藥局,5,藥局,\N,\N,13點30分發號碼牌，14點至16賣口罩,臺北市文山區木新路3段203號,2,86611465,3.2,18
3414,5901203400,富康活力睦新藥局,5,藥局,\N,\N,\N,臺北市文山區木新路3段216號,2,29393666,5,6
3415,5901201835,巧康藥局,5,藥局,\N,\N,每日下午3點進行口罩作業,臺北市文山區木新路3段262、264號,2,29372061,3.2,29
3416,5901200187,全銨藥局,5,藥局,\N,\N,全銨健保藥局,臺北市文山區木新路3段349號1樓,2,29370689,2.6,11
3417,5901202850,北一藥師藥局,5,藥局,\N,\N,\N,臺北市文山區木新路3段47號,2,22348686,3.9,40
3418,5901202681,振大藥局,5,藥局,\N,\N,\N,臺北市文山區永安街22巷16號,2,29393385,4,11
3419,5901201728,東京晟藥局,5,藥局,\N,\N,\N,臺北市文山區辛亥路4段97號,2,29356354,5,28
3420,5901203106,光明大藥局,5,藥局,\N,\N,\N,臺北市文山區忠順街1段66號,2,29390275,5,20
3421,5901202672,美迦藥局,5,藥局,\N,\N,\N,臺北市文山區保儀路23號,2,29362815,4.4,7
3422,5901202592,人人健保藥局,5,藥局,\N,\N,\N,臺北市文山區保儀路39號,2,86610761,4.4,46
3423,5901202789,宜康藥局,5,藥局,\N,\N,\N,臺北市文山區保儀路7號,2,86619862,4.7,18
3424,5901203268,躍獅木柵藥局,5,藥局,\N,\N,"固定每天下午3點到6點販售, 星期日休息",臺北市文山區指南路1段28號,2,86617752,3.1,17
